week_start,Agency,incident_type,num_incidents,call_to_pickup,call_to_dispatch,call_to_arrival,avg_travel_time
2019-10-14,NYPD (Non-CIP),Police Officer/Security Holding Suspect,171,4.23,569.99,2137.14,26.12
2019-10-14,NYPD,1. Critical,1070,3.81,194.79,419.46,3.74
2019-10-14,FDNY,3. Medical Emergencies,3150,3.83,250.0,542.68,4.88
2019-10-14,NYPD (Non-CIP),Other Crimes (In Progress),2994,3.86,282.0,925.35,10.72
2019-10-14,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,348,4.09,447.92,2306.75,30.98
2019-10-14,FDNY,2. Non-Structural Fires,132,3.8,98.06,359.11,4.35
2019-10-14,EMS,2. Non-Life Threatening Med Emergencies,12696,3.82,243.03,837.33,9.91
2019-10-14,NYPD (Non-CIP),Dispute,5115,3.75,767.32,3194.74,40.46
2019-10-14,EMS,1. Life Threating Med Emergencies,9420,3.85,182.56,589.74,6.79
2019-10-14,NYPD (Non-CIP),Possible Crimes,7277,3.82,715.38,3307.92,43.21
2019-10-14,FDNY,1. Structural Fires,243,3.72,98.32,293.68,3.26
2019-10-14,NYPD,3. Non-Critical,838,3.72,335.78,1135.32,13.33
2019-10-14,NYPD (Non-CIP),Vehicle Accident,3279,3.81,833.68,4242.9,56.82
2019-10-14,NYPD (Non-CIP),Past Crime,3490,3.93,846.12,4411.44,59.42
2019-10-14,NYPD,2. Serious,2424,3.88,220.2,589.57,6.16
2019-10-14,NYPD (Non-CIP),Investigate/Possible Crime,2,3.5,254.0,369.5,1.93
2019-10-14,NYPD (Non-CIP),Disorderly Person/Group/Noise,1570,3.77,656.71,2587.05,32.17
2019-10-14,FDNY,4. Non-Medical Emergencies,2859,3.84,199.57,508.52,5.15
2019-10-14,NYPD (Non-CIP),Alarms,2539,3.87,670.68,3236.36,42.76
2019-10-07,NYPD (Non-CIP),Police Officer/Security Holding Suspect,156,4.26,540.02,2339.31,29.99
2019-10-07,FDNY,1. Structural Fires,256,3.94,97.27,289.9,3.21
2019-10-07,FDNY,2. Non-Structural Fires,161,4.03,100.0,353.35,4.22
2019-10-07,NYPD,2. Serious,2457,3.81,206.97,562.41,5.92
2019-10-07,FDNY,3. Medical Emergencies,3339,3.88,232.68,527.33,4.91
2019-10-07,EMS,1. Life Threating Med Emergencies,9225,3.85,181.81,583.88,6.7
2019-10-07,NYPD,1. Critical,1108,3.77,191.08,402.38,3.52
2019-10-07,NYPD (Non-CIP),Alarms,2319,3.9,726.61,3267.95,42.36
2019-10-07,NYPD (Non-CIP),Dispute,5073,3.76,785.39,3052.76,37.79
2019-10-07,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,338,3.97,483.69,2801.07,38.62
2019-10-07,EMS,2. Non-Life Threatening Med Emergencies,12852,3.87,240.82,818.09,9.62
2019-10-07,NYPD (Non-CIP),Disorderly Person/Group/Noise,1629,3.9,647.91,2603.88,32.6
2019-10-07,NYPD (Non-CIP),Past Crime,3599,3.88,873.04,4335.3,57.7
2019-10-07,NYPD (Non-CIP),Possible Crimes,7674,3.84,723.58,3313.62,43.17
2019-10-07,NYPD (Non-CIP),Vehicle Accident,3317,4.03,910.1,4340.76,57.18
2019-10-07,FDNY,4. Non-Medical Emergencies,2617,3.86,186.91,492.84,5.1
2019-10-07,NYPD,3. Non-Critical,903,4.04,305.35,1067.8,12.71
2019-10-07,NYPD (Non-CIP),Other Crimes (In Progress),3043,3.9,295.28,921.14,10.43
2019-09-30,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,358,3.97,574.37,2785.15,36.85
2019-09-30,FDNY,2. Non-Structural Fires,142,3.58,110.14,388.47,4.64
2019-09-30,NYPD (Non-CIP),Past Crime,3619,3.88,904.13,4446.99,59.05
2019-09-30,NYPD,1. Critical,1176,3.87,195.93,418.29,3.71
2019-09-30,NYPD (Non-CIP),Vehicle Accident,3349,4.08,954.76,4320.8,56.1
2019-09-30,NYPD (Non-CIP),Possible Crimes,7505,3.83,740.97,3377.92,43.95
2019-09-30,NYPD (Non-CIP),Alarms,2424,4.03,693.84,3316.38,43.71
2019-09-30,NYPD (Non-CIP),Investigate/Possible Crime,1,4.0,1363.0,1501.0,2.3
2019-09-30,FDNY,4. Non-Medical Emergencies,2798,3.96,199.48,518.38,5.31
2019-09-30,FDNY,3. Medical Emergencies,3737,3.9,253.56,547.69,4.9
2019-09-30,NYPD (Non-CIP),Police Officer/Security Holding Suspect,141,4.53,499.84,1696.87,19.95
2019-09-30,NYPD (Non-CIP),Disorderly Person/Group/Noise,1615,3.65,703.37,2630.26,32.11
2019-09-30,NYPD,2. Serious,2442,3.86,210.86,579.44,6.14
2019-09-30,FDNY,1. Structural Fires,252,3.63,96.4,299.59,3.39
2019-09-30,EMS,2. Non-Life Threatening Med Emergencies,13037,3.92,260.11,859.4,9.99
2019-09-30,EMS,1. Life Threating Med Emergencies,9438,3.89,185.68,588.27,6.71
2019-09-30,NYPD,3. Non-Critical,933,3.86,353.63,1197.58,14.07
2019-09-30,NYPD (Non-CIP),Other Crimes (In Progress),3024,3.9,305.85,993.13,11.45
2019-09-30,NYPD (Non-CIP),Dispute,5316,3.77,798.16,3127.98,38.83
2019-09-23,NYPD (Non-CIP),Other Crimes (In Progress),3221,4.23,321.9,1030.04,11.8
2019-09-23,NYPD (Non-CIP),Investigate/Possible Crime,3,3.0,1022.67,3109.33,34.78
2019-09-23,NYPD,2. Serious,2827,4.22,225.27,641.55,6.94
2019-09-23,FDNY,3. Medical Emergencies,3990,4.35,260.08,555.76,4.93
2019-09-23,FDNY,1. Structural Fires,254,3.93,91.94,288.35,3.27
2019-09-23,NYPD (Non-CIP),Dispute,5151,4.11,956.03,3666.91,45.18
2019-09-23,FDNY,4. Non-Medical Emergencies,2676,4.27,245.32,562.1,5.28
2019-09-23,NYPD,3. Non-Critical,890,4.02,336.47,1141.75,13.42
2019-09-23,NYPD (Non-CIP),Possible Crimes,7614,4.14,872.51,3805.5,48.88
2019-09-23,NYPD (Non-CIP),Past Crime,3918,4.38,1032.34,5224.21,69.86
2019-09-23,NYPD (Non-CIP),Police Officer/Security Holding Suspect,180,4.57,506.51,2116.97,26.84
2019-09-23,NYPD (Non-CIP),Disorderly Person/Group/Noise,1685,4.29,833.23,3083.5,37.5
2019-09-23,NYPD (Non-CIP),Alarms,2263,4.25,808.35,3678.67,47.84
2019-09-23,NYPD,1. Critical,1194,4.12,201.88,453.56,4.19
2019-09-23,NYPD (Non-CIP),Vehicle Accident,3502,4.43,1012.94,5041.93,67.15
2019-09-23,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,329,4.87,500.36,3184.86,44.74
2019-09-23,FDNY,2. Non-Structural Fires,174,4.23,103.76,371.78,4.47
2019-09-23,EMS,1. Life Threating Med Emergencies,9999,4.34,204.66,634.97,7.17
2019-09-23,EMS,2. Non-Life Threatening Med Emergencies,13692,4.36,336.83,1001.62,11.08
2019-09-16,NYPD (Non-CIP),Investigate/Possible Crime,1,3.0,603.0,815.0,3.53
2019-09-16,FDNY,2. Non-Structural Fires,160,4.14,99.01,359.84,4.35
2019-09-16,NYPD,1. Critical,1136,4.02,187.54,400.65,3.55
2019-09-16,NYPD,2. Serious,2766,3.98,211.1,569.95,5.98
2019-09-16,NYPD (Non-CIP),Other Crimes (In Progress),3197,4.15,295.51,1001.57,11.77
2019-09-16,NYPD (Non-CIP),Police Officer/Security Holding Suspect,172,4.38,586.64,1811.47,20.41
2019-09-16,NYPD (Non-CIP),Alarms,2203,4.07,722.07,3422.26,45.0
2019-09-16,NYPD (Non-CIP),Past Crime,3710,4.27,941.91,4793.04,64.19
2019-09-16,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,358,4.39,425.26,2474.86,34.16
2019-09-16,EMS,1. Life Threating Med Emergencies,9956,4.13,205.59,625.53,7.0
2019-09-16,FDNY,1. Structural Fires,266,4.25,93.67,292.64,3.32
2019-09-16,FDNY,3. Medical Emergencies,4004,4.16,263.14,562.29,4.99
2019-09-16,NYPD (Non-CIP),Dispute,5272,4.09,795.7,3251.54,40.93
2019-09-16,EMS,2. Non-Life Threatening Med Emergencies,13365,4.16,329.11,997.62,11.14
2019-09-16,NYPD (Non-CIP),Disorderly Person/Group/Noise,1573,4.05,722.96,2800.58,34.63
2019-09-16,NYPD (Non-CIP),Possible Crimes,7521,4.11,762.63,3392.86,43.84
2019-09-16,NYPD (Non-CIP),Vehicle Accident,3630,4.35,927.22,4536.76,60.16
2019-09-16,FDNY,4. Non-Medical Emergencies,2706,4.35,199.89,513.4,5.22
2019-09-16,NYPD,3. Non-Critical,867,4.06,316.14,1142.18,13.77
2019-09-09,NYPD (Non-CIP),Disorderly Person/Group/Noise,1624,3.75,774.49,3100.01,38.76
2019-09-09,NYPD (Non-CIP),Vehicle Accident,3635,3.8,895.64,4597.84,61.7
2019-09-09,NYPD (Non-CIP),Other Crimes (In Progress),3223,3.72,310.95,999.07,11.47
2019-09-09,NYPD (Non-CIP),Investigate/Possible Crime,1,4.0,129.0,204.0,1.25
2019-09-09,NYPD (Non-CIP),Alarms,2171,3.83,757.04,3545.9,46.48
2019-09-09,NYPD,3. Non-Critical,981,3.75,341.82,1217.66,14.6
2019-09-09,FDNY,2. Non-Structural Fires,144,3.74,100.8,349.92,4.15
2019-09-09,NYPD (Non-CIP),Possible Crimes,7516,3.72,781.32,3607.42,47.1
2019-09-09,FDNY,1. Structural Fires,215,3.47,99.11,300.22,3.35
2019-09-09,NYPD (Non-CIP),Dispute,5292,3.73,855.88,3369.39,41.89
2019-09-09,NYPD (Non-CIP),Police Officer/Security Holding Suspect,161,4.22,672.4,1962.43,21.5
2019-09-09,NYPD (Non-CIP),Past Crime,3763,3.79,980.07,4685.4,61.76
2019-09-09,NYPD,2. Serious,2543,3.74,217.21,603.61,6.44
2019-09-09,EMS,2. Non-Life Threatening Med Emergencies,13558,3.77,276.1,921.67,10.76
2019-09-09,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,378,3.85,423.19,2639.75,36.94
2019-09-09,FDNY,4. Non-Medical Emergencies,2645,3.83,239.24,556.08,5.28
2019-09-09,FDNY,3. Medical Emergencies,3901,3.75,242.53,540.68,4.97
2019-09-09,EMS,1. Life Threating Med Emergencies,9901,3.74,190.55,600.13,6.83
2019-09-09,NYPD,1. Critical,1109,3.66,196.64,422.2,3.76
2019-09-02,NYPD (Non-CIP),Past Crime,3717,3.63,946.33,4689.66,62.39
2019-09-02,NYPD (Non-CIP),Investigate/Possible Crime,1,4.0,291.0,1303.0,16.87
2019-09-02,NYPD (Non-CIP),Alarms,2465,3.63,758.0,3226.84,41.15
2019-09-02,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,384,3.54,468.2,2407.74,32.33
2019-09-02,FDNY,3. Medical Emergencies,3775,3.6,261.06,550.02,4.82
2019-09-02,EMS,1. Life Threating Med Emergencies,9400,3.6,182.85,592.23,6.82
2019-09-02,NYPD,3. Non-Critical,887,3.58,396.65,1292.87,14.94
2019-09-02,NYPD,1. Critical,1112,3.51,203.02,413.29,3.5
2019-09-02,FDNY,1. Structural Fires,222,3.64,96.6,305.78,3.49
2019-09-02,NYPD,2. Serious,2565,3.56,232.82,586.56,5.9
2019-09-02,FDNY,2. Non-Structural Fires,137,3.63,123.98,399.81,4.6
2019-09-02,NYPD (Non-CIP),Possible Crimes,7855,3.54,752.91,3352.51,43.33
2019-09-02,NYPD (Non-CIP),Police Officer/Security Holding Suspect,194,3.76,523.49,1758.41,20.58
2019-09-02,NYPD (Non-CIP),Disorderly Person/Group/Noise,1617,3.55,675.63,2558.16,31.38
2019-09-02,NYPD (Non-CIP),Vehicle Accident,3310,3.66,908.28,4333.37,57.08
2019-09-02,NYPD (Non-CIP),Other Crimes (In Progress),3166,3.64,342.86,993.55,10.84
2019-09-02,FDNY,4. Non-Medical Emergencies,2813,3.61,193.06,500.86,5.13
2019-09-02,EMS,2. Non-Life Threatening Med Emergencies,12802,3.59,241.42,846.09,10.08
2019-09-02,NYPD (Non-CIP),Dispute,5359,3.51,838.62,3250.52,40.2
2019-08-26,NYPD,1. Critical,1164,3.34,207.57,418.76,3.52
2019-08-26,NYPD (Non-CIP),Alarms,2533,3.56,697.19,3158.51,41.02
2019-08-26,NYPD (Non-CIP),Other Crimes (In Progress),3162,3.41,366.41,1042.24,11.26
2019-08-26,EMS,2. Non-Life Threatening Med Emergencies,12819,3.47,250.43,841.33,9.85
2019-08-26,EMS,1. Life Threating Med Emergencies,9200,3.44,183.75,580.16,6.61
2019-08-26,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,363,3.33,530.78,2463.44,32.21
2019-08-26,NYPD (Non-CIP),Police Officer/Security Holding Suspect,178,3.42,547.38,2064.38,25.28
2019-08-26,NYPD,2. Serious,2580,3.46,238.73,592.68,5.9
2019-08-26,FDNY,2. Non-Structural Fires,160,3.52,94.69,362.88,4.47
2019-08-26,FDNY,1. Structural Fires,230,3.5,95.8,292.43,3.28
2019-08-26,FDNY,3. Medical Emergencies,3744,3.47,248.1,534.21,4.77
2019-08-26,NYPD (Non-CIP),Possible Crimes,7903,3.42,709.3,3116.66,40.12
2019-08-26,NYPD (Non-CIP),Investigate/Possible Crime,1,2.0,211.0,448.0,3.95
2019-08-26,NYPD (Non-CIP),Dispute,5212,3.45,765.18,3061.18,38.27
2019-08-26,NYPD,3. Non-Critical,844,3.45,398.22,1204.87,13.44
2019-08-26,NYPD (Non-CIP),Vehicle Accident,3226,3.48,836.83,4123.25,54.77
2019-08-26,NYPD (Non-CIP),Past Crime,3719,3.44,846.92,4256.85,56.83
2019-08-26,NYPD (Non-CIP),Disorderly Person/Group/Noise,1631,3.47,702.56,2677.25,32.91
2019-08-26,FDNY,4. Non-Medical Emergencies,2579,3.42,195.96,505.92,5.17
2019-08-19,NYPD,3. Non-Critical,946,3.56,437.9,1292.89,14.25
2019-08-19,FDNY,2. Non-Structural Fires,148,3.68,93.37,342.51,4.15
2019-08-19,NYPD (Non-CIP),Police Officer/Security Holding Suspect,181,3.86,587.16,1987.57,23.34
2019-08-19,NYPD (Non-CIP),Disorderly Person/Group/Noise,1701,3.62,766.96,2592.94,30.43
2019-08-19,NYPD (Non-CIP),Alarms,2726,3.78,777.04,3340.34,42.72
2019-08-19,FDNY,4. Non-Medical Emergencies,2946,3.78,205.24,522.36,5.29
2019-08-19,NYPD (Non-CIP),Other Crimes (In Progress),3148,3.57,404.34,1116.83,11.87
2019-08-19,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,375,3.72,450.08,2643.79,36.56
2019-08-19,FDNY,3. Medical Emergencies,3885,3.59,283.9,577.76,4.9
2019-08-19,EMS,2. Non-Life Threatening Med Emergencies,13371,3.67,277.79,901.67,10.4
2019-08-19,NYPD (Non-CIP),Possible Crimes,8119,3.58,761.95,3302.97,42.35
2019-08-19,NYPD,1. Critical,1130,3.72,204.98,405.51,3.34
2019-08-19,FDNY,1. Structural Fires,251,3.47,99.29,302.38,3.38
2019-08-19,NYPD (Non-CIP),Dispute,5395,3.55,842.06,3216.06,39.57
2019-08-19,EMS,1. Life Threating Med Emergencies,9431,3.59,197.29,604.73,6.79
2019-08-19,NYPD (Non-CIP),Vehicle Accident,3297,3.62,918.64,4557.69,60.65
2019-08-19,NYPD (Non-CIP),Investigate/Possible Crime,2,3.5,345.0,659.5,5.24
2019-08-19,NYPD,2. Serious,2695,3.54,248.96,616.38,6.12
2019-08-19,NYPD (Non-CIP),Past Crime,3748,3.69,918.96,4494.1,59.59
2019-08-12,NYPD,1. Critical,1172,3.46,207.33,406.81,3.32
2019-08-12,NYPD (Non-CIP),Disorderly Person/Group/Noise,1611,3.45,736.43,2603.67,31.12
2019-08-12,FDNY,2. Non-Structural Fires,135,3.47,101.87,375.36,4.56
2019-08-12,NYPD,2. Serious,2610,3.48,252.29,616.35,6.07
2019-08-12,NYPD,3. Non-Critical,757,3.34,476.45,1293.55,13.62
2019-08-12,NYPD (Non-CIP),Past Crime,3757,3.5,881.68,4254.5,56.21
2019-08-12,NYPD (Non-CIP),Police Officer/Security Holding Suspect,162,3.5,621.78,1955.21,22.22
2019-08-12,NYPD (Non-CIP),Possible Crimes,7494,3.49,713.28,3211.73,41.64
2019-08-12,FDNY,1. Structural Fires,197,3.55,93.66,291.6,3.3
2019-08-12,FDNY,3. Medical Emergencies,3876,3.47,243.8,536.11,4.87
2019-08-12,NYPD (Non-CIP),Other Crimes (In Progress),3184,3.42,427.01,1136.86,11.83
2019-08-12,FDNY,4. Non-Medical Emergencies,2795,3.45,185.37,496.87,5.19
2019-08-12,NYPD (Non-CIP),Vehicle Accident,3108,3.47,846.94,4127.62,54.68
2019-08-12,EMS,2. Non-Life Threatening Med Emergencies,13655,3.48,278.07,887.05,10.15
2019-08-12,NYPD (Non-CIP),Alarms,2472,3.56,753.32,3401.72,44.14
2019-08-12,NYPD (Non-CIP),Investigate/Possible Crime,1,3.0,1854.0,7598.0,95.73
2019-08-12,EMS,1. Life Threating Med Emergencies,9417,3.48,191.33,595.97,6.74
2019-08-12,NYPD (Non-CIP),Dispute,5177,3.43,798.64,3115.75,38.62
2019-08-12,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,307,3.59,478.78,2334.23,30.92
2019-08-05,EMS,1. Life Threating Med Emergencies,9661,3.55,192.88,607.66,6.91
2019-08-05,NYPD (Non-CIP),Dispute,5495,3.53,800.36,3155.11,39.25
2019-08-05,NYPD,2. Serious,2469,3.49,251.34,594.07,5.71
2019-08-05,NYPD,3. Non-Critical,653,3.5,432.09,1167.19,12.25
2019-08-05,FDNY,2. Non-Structural Fires,125,3.3,115.63,352.75,3.95
2019-08-05,FDNY,4. Non-Medical Emergencies,2855,3.58,213.0,524.62,5.19
2019-08-05,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,338,3.39,549.02,2650.85,35.03
2019-08-05,NYPD (Non-CIP),Past Crime,3638,3.57,890.06,4432.18,59.04
2019-08-05,NYPD (Non-CIP),Investigate/Possible Crime,1,4.0,236.0,11536.0,188.33
2019-08-05,NYPD (Non-CIP),Vehicle Accident,3345,3.51,911.47,4324.3,56.88
2019-08-05,NYPD,1. Critical,1184,3.52,208.22,406.65,3.31
2019-08-05,NYPD (Non-CIP),Disorderly Person/Group/Noise,1675,3.59,747.96,2686.74,32.31
2019-08-05,FDNY,1. Structural Fires,258,3.39,101.45,299.11,3.29
2019-08-05,NYPD (Non-CIP),Police Officer/Security Holding Suspect,144,3.49,537.88,1824.17,21.44
2019-08-05,FDNY,3. Medical Emergencies,3947,3.55,246.95,537.27,4.84
2019-08-05,NYPD (Non-CIP),Alarms,2493,3.55,715.35,3151.0,40.59
2019-08-05,NYPD (Non-CIP),Possible Crimes,7976,3.52,764.65,3420.81,44.27
2019-08-05,NYPD (Non-CIP),Other Crimes (In Progress),3087,3.53,392.11,1060.43,11.14
2019-08-05,EMS,2. Non-Life Threatening Med Emergencies,13424,3.57,282.06,907.67,10.43
2019-07-29,FDNY,3. Medical Emergencies,3951,3.73,242.75,537.92,4.92
2019-07-29,NYPD,1. Critical,1113,3.66,211.26,417.06,3.43
2019-07-29,NYPD (Non-CIP),Possible Crimes,8031,3.63,790.97,3409.28,43.64
2019-07-29,NYPD (Non-CIP),Past Crime,3768,3.72,993.91,4577.64,59.73
2019-07-29,NYPD (Non-CIP),Alarms,2476,3.67,743.79,3282.68,42.31
2019-07-29,FDNY,2. Non-Structural Fires,147,3.93,105.63,365.49,4.33
2019-07-29,NYPD (Non-CIP),Vehicle Accident,3570,3.73,927.86,4464.85,58.95
2019-07-29,NYPD (Non-CIP),Other Crimes (In Progress),3186,3.68,428.57,1094.62,11.1
2019-07-29,NYPD,2. Serious,2546,3.54,255.17,605.11,5.83
2019-07-29,FDNY,1. Structural Fires,250,3.78,92.53,290.61,3.3
2019-07-29,EMS,1. Life Threating Med Emergencies,9707,3.74,197.15,615.9,6.98
2019-07-29,NYPD (Non-CIP),Dispute,5758,3.6,864.26,3382.1,41.96
2019-07-29,NYPD (Non-CIP),Investigate/Possible Crime,1,2.0,267.0,287.0,0.33
2019-07-29,FDNY,4. Non-Medical Emergencies,2924,3.69,197.87,518.71,5.35
2019-07-29,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,333,3.68,452.32,2668.53,36.94
2019-07-29,NYPD (Non-CIP),Police Officer/Security Holding Suspect,185,3.55,586.24,1981.85,23.26
2019-07-29,NYPD (Non-CIP),Disorderly Person/Group/Noise,1616,3.56,757.64,2767.61,33.5
2019-07-29,NYPD,3. Non-Critical,659,3.76,498.9,1447.24,15.81
2019-07-29,EMS,2. Non-Life Threatening Med Emergencies,13855,3.66,304.35,949.15,10.75
2019-07-22,NYPD (Non-CIP),Vehicle Accident,3478,3.76,946.85,4489.73,59.05
2019-07-22,NYPD (Non-CIP),Police Officer/Security Holding Suspect,192,3.65,565.9,2317.55,29.19
2019-07-22,NYPD (Non-CIP),Disorderly Person/Group/Noise,1655,3.67,799.9,2954.83,35.92
2019-07-22,NYPD (Non-CIP),Alarms,2742,3.76,716.23,3289.78,42.89
2019-07-22,FDNY,3. Medical Emergencies,3854,3.62,266.45,556.8,4.84
2019-07-22,EMS,1. Life Threating Med Emergencies,9641,3.62,195.08,615.41,7.01
2019-07-22,NYPD (Non-CIP),Shot Spotter,1,2.0,157.0,327.0,2.83
2019-07-22,NYPD,2. Serious,2568,3.5,246.49,595.51,5.82
2019-07-22,FDNY,4. Non-Medical Emergencies,3161,3.84,192.92,521.13,5.47
2019-07-22,NYPD (Non-CIP),Other Crimes (In Progress),3273,3.49,433.34,1103.93,11.18
2019-07-22,FDNY,2. Non-Structural Fires,226,3.55,108.01,361.78,4.23
2019-07-22,NYPD (Non-CIP),Investigate/Possible Crime,3,6.0,1847.0,4151.33,38.41
2019-07-22,NYPD (Non-CIP),Dispute,5502,3.48,860.04,3230.06,39.5
2019-07-22,NYPD (Non-CIP),Possible Crimes,8088,3.69,784.78,3360.37,42.93
2019-07-22,NYPD (Non-CIP),Past Crime,3665,3.69,979.09,4591.68,60.21
2019-07-22,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,300,3.66,585.35,2738.58,35.89
2019-07-22,NYPD,1. Critical,1144,3.51,208.39,433.55,3.75
2019-07-22,EMS,2. Non-Life Threatening Med Emergencies,13936,3.64,305.59,951.75,10.77
2019-07-22,FDNY,1. Structural Fires,237,4.0,102.39,296.91,3.24
2019-07-22,NYPD,3. Non-Critical,622,3.69,455.77,1307.28,14.19
2019-07-15,NYPD (Non-CIP),Police Officer/Security Holding Suspect,179,3.58,553.94,1900.8,22.45
2019-07-15,NYPD,1. Critical,1109,3.62,206.71,395.58,3.15
2019-07-15,NYPD (Non-CIP),Other Crimes (In Progress),2967,3.52,391.63,1066.54,11.25
2019-07-15,NYPD (Non-CIP),Past Crime,3582,3.57,859.62,4345.02,58.09
2019-07-15,FDNY,3. Medical Emergencies,3895,3.65,255.04,550.6,4.93
2019-07-15,NYPD,2. Serious,2485,3.47,243.1,567.86,5.41
2019-07-15,NYPD (Non-CIP),Disorderly Person/Group/Noise,1600,3.55,710.0,2696.23,33.1
2019-07-15,NYPD (Non-CIP),Dispute,5550,3.56,830.27,3103.56,37.89
2019-07-15,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,302,3.63,525.13,2723.46,36.64
2019-07-15,NYPD (Non-CIP),Vehicle Accident,3684,3.68,876.15,4315.91,57.33
2019-07-15,NYPD (Non-CIP),Possible Crimes,8445,3.53,765.36,3313.24,42.46
2019-07-15,FDNY,2. Non-Structural Fires,286,3.86,147.56,406.94,4.32
2019-07-15,NYPD,3. Non-Critical,639,3.44,447.13,1281.51,13.91
2019-07-15,EMS,1. Life Threating Med Emergencies,9900,3.63,191.26,600.0,6.81
2019-07-15,EMS,2. Non-Life Threatening Med Emergencies,14538,3.57,262.94,884.64,10.36
2019-07-15,FDNY,1. Structural Fires,231,3.48,99.41,306.83,3.46
2019-07-15,FDNY,4. Non-Medical Emergencies,3748,3.74,231.37,565.48,5.57
2019-07-15,NYPD (Non-CIP),Alarms,3044,3.75,706.03,3224.98,41.98
2019-07-08,NYPD,3. Non-Critical,663,3.74,463.53,1275.06,13.53
2019-07-08,NYPD,1. Critical,1144,3.72,216.46,423.93,3.46
2019-07-08,FDNY,3. Medical Emergencies,3915,3.73,277.46,569.17,4.86
2019-07-08,NYPD (Non-CIP),Police Officer/Security Holding Suspect,191,4.12,499.45,1853.13,22.56
2019-07-08,NYPD (Non-CIP),Past Crime,3700,3.71,901.23,4363.64,57.71
2019-07-08,NYPD (Non-CIP),Vehicle Accident,3657,3.8,878.95,4246.29,56.12
2019-07-08,NYPD (Non-CIP),Other Crimes (In Progress),3198,3.76,412.63,1093.01,11.34
2019-07-08,NYPD,2. Serious,2537,3.57,246.58,578.94,5.54
2019-07-08,NYPD (Non-CIP),Possible Crimes,8046,3.7,740.44,3310.82,42.84
2019-07-08,FDNY,4. Non-Medical Emergencies,2929,3.74,230.46,563.15,5.54
2019-07-08,EMS,2. Non-Life Threatening Med Emergencies,13906,3.77,275.28,903.59,10.47
2019-07-08,EMS,1. Life Threating Med Emergencies,9747,3.74,191.15,608.3,6.95
2019-07-08,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,303,3.97,535.25,2837.41,38.37
2019-07-08,NYPD (Non-CIP),Alarms,2519,3.76,698.25,3176.67,41.31
2019-07-08,FDNY,1. Structural Fires,215,3.76,95.81,296.82,3.35
2019-07-08,NYPD (Non-CIP),Dispute,5653,3.66,854.46,3220.08,39.43
2019-07-08,NYPD (Non-CIP),Disorderly Person/Group/Noise,1665,3.6,735.68,2727.76,33.2
2019-07-08,FDNY,2. Non-Structural Fires,186,3.47,113.26,385.24,4.53
2019-07-01,NYPD (Non-CIP),Past Crime,3649,3.9,1001.78,4332.1,55.51
2019-07-01,EMS,2. Non-Life Threatening Med Emergencies,13882,3.85,341.43,981.71,10.67
2019-07-01,NYPD (Non-CIP),Dispute,5937,3.73,944.87,3256.46,38.53
2019-07-01,EMS,1. Life Threating Med Emergencies,9854,3.88,198.71,601.95,6.72
2019-07-01,NYPD (Non-CIP),Disorderly Person/Group/Noise,2565,4.16,1056.83,2848.15,29.86
2019-07-01,FDNY,2. Non-Structural Fires,245,4.2,100.87,371.71,4.51
2019-07-01,NYPD,1. Critical,1366,3.91,225.16,416.9,3.2
2019-07-01,FDNY,3. Medical Emergencies,4136,3.92,258.44,547.32,4.81
2019-07-01,NYPD (Non-CIP),Vehicle Accident,3247,3.93,1010.88,4398.66,56.46
2019-07-01,NYPD (Non-CIP),Other Crimes (In Progress),3186,3.85,499.89,1229.56,12.16
2019-07-01,NYPD (Non-CIP),Hazardous Materials/Suspicious Letters/Packages/Substances/Substances,300,3.56,622.96,2803.44,36.34
2019-07-01,FDNY,4. Non-Medical Emergencies,3075,3.85,189.63,509.41,5.33
2019-07-01,NYPD (Non-CIP),Possible Crimes,8801,3.9,852.12,3297.39,40.75
2019-07-01,NYPD,3. Non-Critical,645,3.87,569.67,1427.39,14.3
2019-07-01,FDNY,1. Structural Fires,234,4.0,100.07,285.53,3.09
2019-07-01,NYPD (Non-CIP),Police Officer/Security Holding Suspect,187,4.17,609.83,1857.23,20.79
2019-07-01,NYPD,2. Serious,2636,3.84,257.47,582.47,5.42
2019-07-01,NYPD (Non-CIP),Alarms,2715,3.77,801.7,3260.31,40.98
